,index,CompTotal,CompFreq,Currency_Type,Currency_Describtion,TotalByYear,USD per unit,TotalByYearUSD,Echange_rate
30635,53215,700000.0,Yearly,INR,Indian rupee,700000.0,0,9393.08979,0.0134186997
30636,53217,1500000.0,Yearly,INR,Indian rupee,1500000.0,0,20128.04955,0.0134186997
30637,53227,120000.0,Monthly,INR,Indian rupee,1440000.0,0,19322.927568,0.0134186997
30638,53228,100000.0,Monthly,RUB,Russian ruble,1200000.0,0,15964.50528,0.0133037544
30639,53233,4400.0,Monthly,SGD,Singapore dollar,52800.0,0,38948.96653824,0.7376698208
30640,53234,180000.0,Yearly,AUD,Australian dollar,180000.0,0,130341.506886,0.7241194827
30641,53236,123000.0,Monthly,LKR,Sri Lankan rupee,1476000.0,0,7279.6182732,0.0049319907
30642,53237,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
30643,53238,8000.0,Monthly,CNY,Chinese Yuan Renminbi,96000.0,0,15084.1552032,0.1571266167
30644,53239,13000.0,Monthly,PLN,Polish zloty,156000.0,0,38601.422230799995,0.2474450143
30645,53240,115000.0,Yearly,USD,United States dollar,115000.0,0,115000.0,1.0
30646,53242,150000.0,Yearly,CHF,Swiss franc,150000.0,0,163815.26128500002,1.0921017419
30647,53243,180000.0,Monthly,RUB,Russian ruble,2160000.0,0,28736.109504,0.0133037544
30648,53245,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
30649,53247,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
30650,53251,4000.0,Monthly,USD,United States dollar,48000.0,0,48000.0,1.0
30651,53254,9500.0,Monthly,MYR,Malaysian ringgit,114000.0,0,27233.688627,0.2388920055
30652,53258,6300.0,Monthly,CHF,Swiss franc,75600.0,0,82562.89168764,1.0921017419
30653,53260,35000.0,Monthly,THB,Thai baht,420000.0,0,12625.216338,0.0300600389
30654,53262,115000.0,Yearly,AUD,Australian dollar,115000.0,0,83273.7405105,0.7241194827
30655,53263,1500000.0,Yearly,INR,Indian rupee,1500000.0,0,20128.04955,0.0134186997
30656,53264,49000.0,Yearly,EUR,European Euro,49000.0,0,55334.840309700005,1.1292824553
30657,53267,40000.0,Monthly,INR,Indian rupee,480000.0,0,6440.975856,0.0134186997
30658,53268,100000.0,Yearly,AUD,Australian dollar,100000.0,0,72411.94827000001,0.7241194827
30659,53269,93000.0,Yearly,USD,United States dollar,93000.0,0,93000.0,1.0
30660,53270,3300.0,Monthly,EUR,European Euro,39600.0,0,44719.58522988,1.1292824553
30661,53272,150000.0,Yearly,AUD,Australian dollar,150000.0,0,108617.922405,0.7241194827
30662,53273,92000.0,Yearly,CAD,Canadian dollar,92000.0,0,72426.59442719999,0.7872455916
30663,53275,30000.0,Monthly,PHP,Philippine peso,360000.0,0,7032.798972,0.0195355527
30664,53276,2000.0,Monthly,BYN,Belarusian ruble,24000.0,0,9305.7696456,0.3877404019
30665,53277,300000.0,Yearly,USD,United States dollar,300000.0,0,300000.0,1.0
30666,53278,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
30667,53279,175000.0,Yearly,AUD,Australian dollar,175000.0,0,126720.9094725,0.7241194827
30668,53280,200000.0,Yearly,AUD,Australian dollar,200000.0,0,144823.89654000002,0.7241194827
30669,53282,5800.0,Monthly,EUR,European Euro,69600.0,0,78598.05888888,1.1292824553
30670,53285,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
30671,53286,15000.0,Monthly,USD,United States dollar,180000.0,0,180000.0,1.0
30672,53289,140000.0,Yearly,CHF,Swiss franc,140000.0,0,152894.243866,1.0921017419
30673,53290,75000.0,Monthly,BDT,Bangladeshi taka,900000.0,0,10517.61933,0.0116862437
30674,53293,2800.0,Monthly,USD,United States dollar,33600.0,0,33600.0,1.0
30675,53295,47000.0,Yearly,EUR,European Euro,47000.0,0,53076.2753991,1.1292824553
30676,53297,60000.0,Monthly,INR,Indian rupee,720000.0,0,9661.463784,0.0134186997
30677,53299,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
30678,53301,1000000.0,Yearly,USD,United States dollar,1000000.0,0,1000000.0,1.0
30679,53303,59000.0,Yearly,EUR,European Euro,59000.0,0,66627.6648627,1.1292824553
30680,53305,30000.0,Monthly,ILS,Israeli new shekel,360000.0,0,116545.79789999999,0.3237383275
30681,53306,600.0,Yearly,JPY,Japanese yen,600.0,0,5.16640188,0.0086106698
30682,53307,100000.0,Yearly,INR,Indian rupee,100000.0,0,1341.86997,0.0134186997
30683,53308,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
30684,53309,72000.0,Monthly,INR,Indian rupee,864000.0,0,11593.7565408,0.0134186997
30685,53311,33100.0,Monthly,ILS,Israeli new shekel,397200.0,0,128588.86368299999,0.3237383275
30686,53315,3200000.0,Yearly,INR,Indian rupee,3200000.0,0,42939.83904,0.0134186997
30687,53316,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
30688,53317,3941.0,Monthly,EUR,European Euro,47292.0,0,53406.0258760476,1.1292824553
30689,53320,160000.0,Yearly,USD,United States dollar,160000.0,0,160000.0,1.0
30690,53322,1300000.0,Yearly,ZAR,South African rand,1300000.0,0,81222.02972,0.0624784844
30691,53325,40000.0,Monthly,ZAR,South African rand,480000.0,0,29989.672512,0.0624784844
30692,53328,34000.0,Yearly,EUR,European Euro,34000.0,0,38395.6034802,1.1292824553
30693,53333,1000.0,Monthly,USD,United States dollar,12000.0,0,12000.0,1.0
30694,53335,90000.0,Monthly,INR,Indian rupee,1080000.0,0,14492.195676,0.0134186997
30695,53336,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
30696,53337,114000.0,Monthly,UAH,Ukrainian hryvnia,1368000.0,0,49820.347670400006,0.0364183828
30697,53342,75000.0,Monthly,PKR,Pakistani rupee,900000.0,0,5094.10665,0.0056601185
30698,53344,3700000.0,Yearly,INR,Indian rupee,3700000.0,0,49649.18889,0.0134186997
30699,53346,85000.0,Monthly,INR,Indian rupee,1020000.0,0,13687.073694,0.0134186997
30700,53347,200000.0,Yearly,CNY,Chinese Yuan Renminbi,200000.0,0,31425.32334,0.1571266167
30701,53349,120000.0,Monthly,RUB,Russian ruble,1440000.0,0,19157.406336,0.0133037544
30702,53350,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
30703,53351,14250000.0,Monthly,UZS,Uzbekistani som,171000000.0,0,15823.0404,9.25324e-05
30704,53352,24000.0,Monthly,HRK,Croatian kuna,288000.0,0,43261.8651648,0.1502148096
30705,53353,500000.0,Yearly,SAR,Saudi Arabian riyal,500000.0,0,133333.33335,0.2666666667
30706,53354,45000.0,Monthly,PKR,Pakistani rupee,540000.0,0,3056.46399,0.0056601185
30707,53357,750000.0,Yearly,INR,Indian rupee,750000.0,0,10064.024775,0.0134186997
30708,53358,1200000.0,Yearly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
30709,53359,120000.0,Monthly,UAH,Ukrainian hryvnia,1440000.0,0,52442.471232,0.0364183828
30710,53363,1500.0,Monthly,USD,United States dollar,18000.0,0,18000.0,1.0
30711,53366,100000.0,Monthly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
30712,53367,500000.0,Monthly,CNY,Chinese Yuan Renminbi,6000000.0,0,942759.7002,0.1571266167
30713,53368,850000.0,Yearly,INR,Indian rupee,850000.0,0,11405.894745,0.0134186997
30714,53369,9000.0,Monthly,RON,Romanian leu,108000.0,0,24650.9950536,0.2282499542
30715,53370,70000.0,Monthly,CZK,Czech koruna,840000.0,0,38463.826212,0.0457902693
30716,53371,231000.0,Monthly,INR,Indian rupee,2772000.0,0,37196.6355684,0.0134186997
30717,53373,90000.0,Yearly,AUD,Australian dollar,90000.0,0,65170.753443,0.7241194827
30718,53377,42000.0,Monthly,SEK,Swedish krona,504000.0,0,55450.7438184,0.1100213171
30719,53378,10000.0,Monthly,MVR,Maldivian rufiyaa,120000.0,0,7786.996296,0.0648916358
30720,53379,39000.0,Monthly,SEK,Swedish krona,468000.0,0,51489.9764028,0.1100213171
30721,53380,11000.0,Monthly,TRY,Turkish lira,132000.0,0,9734.9634888,0.0737497234
30722,53382,45000.0,Monthly,SEK,Swedish krona,540000.0,0,59411.511234,0.1100213171
30723,53384,19500.0,Yearly,EUR,European Euro,19500.0,0,22021.00787835,1.1292824553
30724,53385,850000.0,Monthly,LKR,Sri Lankan rupee,10200000.0,0,50306.30514,0.0049319907
30725,53386,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
30726,53387,350000.0,Yearly,ILS,Israeli new shekel,350000.0,0,113308.41462499999,0.3237383275
30727,53389,13100.0,Monthly,RON,Romanian leu,157200.0,0,35880.89280024,0.2282499542
30728,53390,33000.0,Yearly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
30729,53391,70000.0,Monthly,PKR,Pakistani rupee,840000.0,0,4754.49954,0.0056601185
30730,53392,11437.0,Monthly,RON,Romanian leu,137244.0,0,31325.936714224797,0.2282499542
30731,53393,4750.0,Monthly,EUR,European Euro,57000.0,0,64369.099952100005,1.1292824553
30732,53394,65000.0,Monthly,INR,Indian rupee,780000.0,0,10466.585766,0.0134186997
30733,53397,9000.0,Monthly,PLN,Polish zloty,108000.0,0,26724.0615444,0.2474450143
30734,53398,3300000.0,Yearly,INR,Indian rupee,3300000.0,0,44281.70901,0.0134186997
30735,53408,100000.0,Yearly,CAD,Canadian dollar,100000.0,0,78724.55915999999,0.7872455916
30736,53409,1500000.0,Yearly,INR,Indian rupee,1500000.0,0,20128.04955,0.0134186997
30737,53412,200000.0,Yearly,CHF,Swiss franc,200000.0,0,218420.34838,1.0921017419
30738,53414,500220.0,Yearly,SEK,Swedish krona,500220.0,0,55034.863239762,0.1100213171
30739,53415,16000.0,Monthly,INR,Indian rupee,192000.0,0,2576.3903424,0.0134186997
30740,53417,36000.0,Monthly,EUR,European Euro,432000.0,0,487850.02068960003,1.1292824553
30741,53419,500000.0,Yearly,CNY,Chinese Yuan Renminbi,500000.0,0,78563.30835,0.1571266167
30742,53420,36450.0,Monthly,SEK,Swedish krona,437400.0,0,48123.32409954,0.1100213171
30743,53421,2600.0,Monthly,EUR,European Euro,31200.0,0,35233.61260536,1.1292824553
30744,53422,82000.0,Yearly,EUR,European Euro,82000.0,0,92601.16133460001,1.1292824553
30745,53425,60000.0,Monthly,SEK,Swedish krona,720000.0,0,79215.348312,0.1100213171
30746,53427,33000.0,Yearly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
30747,53428,3200.0,Monthly,EUR,European Euro,38400.0,0,43364.44628352,1.1292824553
30748,53429,200000.0,Monthly,HUF,Hungarian forint,2400000.0,0,7478.164320000001,0.0031159018
30749,53430,4100.0,Monthly,EUR,European Euro,49200.0,0,55560.69680076,1.1292824553
30750,53431,76000.0,Yearly,EUR,European Euro,76000.0,0,85825.4666028,1.1292824553
30751,53432,388812.0,Yearly,INR,Indian rupee,388812.0,0,5217.3514677564,0.0134186997
30752,53436,1043000.0,Yearly,NOK,Norwegian krone,1043000.0,0,117929.3425275,0.1130674425
30753,53437,450000.0,Yearly,INR,Indian rupee,450000.0,0,6038.414865,0.0134186997
30754,53439,750000.0,Yearly,NOK,Norwegian krone,750000.0,0,84800.581875,0.1130674425
30755,53440,721000.0,Yearly,INR,Indian rupee,721000.0,0,9674.8824837,0.0134186997
30756,53448,2300.0,Monthly,EUR,European Euro,27600.0,0,31168.19576628,1.1292824553
30757,53450,40000000.0,Monthly,IRR,Iranian rial,480000000.0,0,11395.679999999998,2.3741e-05
30758,53453,1880000.0,Monthly,KRW,South Korean won,22560000.0,0,18848.816832,0.0008354972
30759,53457,70000.0,Monthly,RUB,Russian ruble,840000.0,0,11175.153696,0.0133037544
30760,53458,800000.0,Yearly,INR,Indian rupee,800000.0,0,10734.95976,0.0134186997
30761,53459,10500.0,Monthly,GEL,Georgian lari,126000.0,0,40715.0457462,0.3231352837
30762,53466,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
30763,53467,900000.0,Yearly,ZAR,South African rand,900000.0,0,56230.63596,0.0624784844
30764,53470,75372.0,Yearly,EUR,European Euro,75372.0,0,85116.2772208716,1.1292824553
30765,53471,62000.0,Yearly,EUR,European Euro,62000.0,0,70015.5122286,1.1292824553
30766,53473,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
30767,53474,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
30768,53477,2650.0,Monthly,EUR,European Euro,31800.0,0,35911.18207854,1.1292824553
30769,53481,115000.0,Yearly,USD,United States dollar,115000.0,0,115000.0,1.0
30770,53482,70000.0,Monthly,DKK,Danish krone,840000.0,0,127535.43969599999,0.1518279044
30771,53484,26000.0,Yearly,EUR,European Euro,26000.0,0,29361.343837800003,1.1292824553
30772,53485,69000.0,Yearly,EUR,European Euro,69000.0,0,77920.48941570001,1.1292824553
30773,53486,80000.0,Yearly,USD,United States dollar,80000.0,0,80000.0,1.0
30774,53488,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
30775,53494,72000.0,Monthly,INR,Indian rupee,864000.0,0,11593.7565408,0.0134186997
30776,53496,26400.0,Yearly,EUR,European Euro,26400.0,0,29813.056819920002,1.1292824553
30777,53497,1600.0,Monthly,EUR,European Euro,19200.0,0,21682.22314176,1.1292824553
30778,53498,62000.0,Monthly,SEK,Swedish krona,744000.0,0,81855.8599224,0.1100213171
30779,53503,650000.0,Yearly,NOK,Norwegian krone,650000.0,0,73493.837625,0.1130674425
30780,53504,15000.0,Monthly,INR,Indian rupee,180000.0,0,2415.365946,0.0134186997
30781,53505,100000.0,Yearly,EUR,European Euro,100000.0,0,112928.24553,1.1292824553
30782,53506,62500.0,Monthly,INR,Indian rupee,750000.0,0,10064.024775,0.0134186997
30783,53509,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
30784,53511,30000000.0,Monthly,UZS,Uzbekistani som,360000000.0,0,33311.664000000004,9.25324e-05
30785,53512,37260.0,Yearly,EUR,European Euro,37260.0,0,42077.064284478,1.1292824553
30786,53514,100000.0,Monthly,INR,Indian rupee,1200000.0,0,16102.43964,0.0134186997
30787,53517,50000.0,Monthly,PKR,Pakistani rupee,600000.0,0,3396.0711,0.0056601185
30788,53519,33000.0,Yearly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
30789,53521,2300000.0,Yearly,INR,Indian rupee,2300000.0,0,30863.00931,0.0134186997
30790,53522,10000000.0,Monthly,IDR,Indonesian rupiah,120000000.0,0,8379.372000000001,6.98281e-05
30791,53523,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
30792,53524,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
30793,53526,7000000.0,Yearly,INR,Indian rupee,7000000.0,0,93930.8979,0.0134186997
30794,53528,23000.0,Yearly,USD,United States dollar,23000.0,0,23000.0,1.0
30795,53529,100000.0,Monthly,RUB,Russian ruble,1200000.0,0,15964.50528,0.0133037544
30796,53532,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
30797,53533,4500.0,Monthly,EUR,European Euro,54000.0,0,60981.252586200004,1.1292824553
30798,53534,60000.0,Monthly,NOK,Norwegian krone,720000.0,0,81408.5586,0.1130674425
30799,53535,42000.0,Monthly,INR,Indian rupee,504000.0,0,6763.0246488,0.0134186997
30800,53536,100000.0,Yearly,EUR,European Euro,100000.0,0,112928.24553,1.1292824553
30801,53537,60000.0,Monthly,INR,Indian rupee,720000.0,0,9661.463784,0.0134186997
30802,53540,2000.0,Monthly,USD,United States dollar,24000.0,0,24000.0,1.0
30803,53541,125000.0,Yearly,AUD,Australian dollar,125000.0,0,90514.9353375,0.7241194827
30804,53544,125000.0,Yearly,USD,United States dollar,125000.0,0,125000.0,1.0
30805,53545,3000000.0,Yearly,INR,Indian rupee,3000000.0,0,40256.0991,0.0134186997
30806,53546,5200.0,Monthly,EUR,European Euro,62400.0,0,70467.22521072,1.1292824553
30807,53547,10600.0,Weekly,PLN,Polish zloty,551200.0,0,136391.69188216,0.2474450143
30808,53550,22000.0,Monthly,TRY,Turkish lira,264000.0,0,19469.9269776,0.0737497234
30809,53551,114000.0,Yearly,EUR,European Euro,114000.0,0,128738.19990420001,1.1292824553
30810,53552,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
30811,53553,73260.0,Yearly,EUR,European Euro,73260.0,0,82731.232675278,1.1292824553
30812,53558,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
30813,53560,2900.0,Monthly,EUR,European Euro,34800.0,0,39299.02944444,1.1292824553
30814,53562,75000.0,Monthly,EUR,European Euro,900000.0,0,1016354.2097700001,1.1292824553
30815,53563,10000.0,Monthly,GBP,Pound sterling,120000.0,0,162507.077532,1.3542256461
30816,53564,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
30817,53565,80000.0,Monthly,CZK,Czech koruna,960000.0,0,43958.658528,0.0457902693
30818,53569,10000.0,Monthly,RON,Romanian leu,120000.0,0,27389.994504,0.2282499542
30819,53570,65000.0,Monthly,INR,Indian rupee,780000.0,0,10466.585766,0.0134186997
30820,53571,38000.0,Monthly,SEK,Swedish krona,456000.0,0,50169.720597600004,0.1100213171
30821,53572,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
30822,53573,31050.0,Yearly,EUR,European Euro,31050.0,0,35064.220237065005,1.1292824553
30823,53574,100000.0,Monthly,AUD,Australian dollar,1200000.0,0,868943.37924,0.7241194827
30824,53575,190000.0,Yearly,AUD,Australian dollar,190000.0,0,137582.70171300002,0.7241194827
30825,53577,32500.0,Monthly,DKK,Danish krone,390000.0,0,59212.882716,0.1518279044
30826,53578,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
30827,53579,930.0,Monthly,EUR,European Euro,11160.0,0,12602.792201148,1.1292824553
30828,53580,1120000.0,Yearly,INR,Indian rupee,1120000.0,0,15028.943664,0.0134186997
30829,53583,91000.0,Yearly,EUR,European Euro,91000.0,0,102764.7034323,1.1292824553
30830,53585,39400.0,Monthly,SEK,Swedish krona,472800.0,0,52018.078724880004,0.1100213171
30831,53587,40000.0,Monthly,CZK,Czech koruna,480000.0,0,21979.329264,0.0457902693
30832,53589,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
30833,53590,35000.0,Yearly,GBP,Pound sterling,35000.0,0,47397.8976135,1.3542256461
30834,53592,60000.0,Monthly,EUR,European Euro,720000.0,0,813083.367816,1.1292824553
30835,53593,12500.0,Monthly,PLN,Polish zloty,150000.0,0,37116.752145,0.2474450143
30836,53594,700000.0,Yearly,INR,Indian rupee,700000.0,0,9393.08979,0.0134186997
30837,53595,1500.0,Monthly,EUR,European Euro,18000.0,0,20327.084195400002,1.1292824553
30838,53601,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
30839,53603,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
30840,53604,4800.0,Monthly,EUR,European Euro,57600.0,0,65046.66942528,1.1292824553
30841,53607,90000.0,Yearly,EUR,European Euro,90000.0,0,101635.420977,1.1292824553
30842,53608,120000.0,Monthly,RUB,Russian ruble,1440000.0,0,19157.406336,0.0133037544
30843,53612,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
30844,53613,144000.0,Yearly,EUR,European Euro,144000.0,0,162616.67356320002,1.1292824553
30845,53614,200000.0,Monthly,RUB,Russian ruble,2400000.0,0,31929.01056,0.0133037544
30846,53615,4875.0,Weekly,DKK,Danish krone,253500.0,0,38488.3737654,0.1518279044
30847,53616,52000.0,Monthly,SEK,Swedish krona,624000.0,0,68653.3018704,0.1100213171
30848,53617,3400.0,Monthly,EUR,European Euro,40800.0,0,46074.72417624,1.1292824553
30849,53619,45000.0,Weekly,EUR,European Euro,2340000.0,0,2642520.945402,1.1292824553
30850,53620,3800.0,Monthly,BYN,Belarusian ruble,45600.0,0,17680.962326639998,0.3877404019
30851,53627,700000.0,Yearly,INR,Indian rupee,700000.0,0,9393.08979,0.0134186997
30852,53628,50800.0,Monthly,NOK,Norwegian krone,609600.0,0,68925.912948,0.1130674425
30853,53629,56000.0,Yearly,EUR,European Euro,56000.0,0,63239.8174968,1.1292824553
30854,53630,130000.0,Monthly,RUB,Russian ruble,1560000.0,0,20753.856863999998,0.0133037544
30855,53631,6000.0,Weekly,BGN,Bulgarian lev,312000.0,0,180146.60071199998,0.577392951
30856,53633,1800.0,Monthly,EUR,European Euro,21600.0,0,24392.50103448,1.1292824553
30857,53634,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
30858,53636,450000.0,Yearly,EUR,European Euro,450000.0,0,508177.10488500004,1.1292824553
30859,53637,2200.0,Monthly,EUR,European Euro,26400.0,0,29813.056819920002,1.1292824553
30860,53638,50000.0,Monthly,PKR,Pakistani rupee,600000.0,0,3396.0711,0.0056601185
30861,53639,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
30862,53640,14400.0,Monthly,EUR,European Euro,172800.0,0,195140.00827584,1.1292824553
30863,53641,58000.0,Yearly,EUR,European Euro,58000.0,0,65498.3824074,1.1292824553
30864,53642,28000.0,Monthly,EUR,European Euro,336000.0,0,379438.9049808,1.1292824553
30865,53643,500000.0,Monthly,HUF,Hungarian forint,6000000.0,0,18695.4108,0.0031159018
30866,53644,250000.0,Monthly,RUB,Russian ruble,3000000.0,0,39911.2632,0.0133037544
30867,53649,66000.0,Yearly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
30868,53651,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
30869,53653,120000.0,Yearly,CHF,Swiss franc,120000.0,0,131052.20902800001,1.0921017419
30870,53654,122000.0,Yearly,USD,United States dollar,122000.0,0,122000.0,1.0
30871,53655,2750.0,Weekly,GBP,Pound sterling,143000.0,0,193654.26739229998,1.3542256461
30872,53657,80000.0,Monthly,EUR,European Euro,960000.0,0,1084111.157088,1.1292824553
30873,53658,144700.0,Monthly,UAH,Ukrainian hryvnia,1736400.0,0,63236.879893920006,0.0364183828
30874,53659,1710000.0,Yearly,INR,Indian rupee,1710000.0,0,22945.976487,0.0134186997
30875,53660,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
30876,53661,49000.0,Yearly,EUR,European Euro,49000.0,0,55334.840309700005,1.1292824553
30877,53664,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
30878,53665,900000.0,Monthly,MMK,Myanmar kyat,10800000.0,0,6079.49604,0.0005629163
30879,53666,800000.0,Monthly,HUF,Hungarian forint,9600000.0,0,29912.657280000003,0.0031159018
30880,53667,1650000.0,Yearly,DZD,Algerian dinar,1650000.0,0,11840.64024,0.0071761456
30881,53669,90000.0,Yearly,BGN,Bulgarian lev,90000.0,0,51965.36559,0.577392951
30882,53670,78000.0,Yearly,EUR,European Euro,78000.0,0,88084.0315134,1.1292824553
30883,53672,155.0,Monthly,USD,United States dollar,1860.0,0,1860.0,1.0
30884,53673,59000.0,Yearly,EUR,European Euro,59000.0,0,66627.6648627,1.1292824553
30885,53674,37000.0,Yearly,EUR,European Euro,37000.0,0,41783.4508461,1.1292824553
30886,53675,25000.0,Monthly,INR,Indian rupee,300000.0,0,4025.60991,0.0134186997
30887,53676,32000.0,Yearly,EUR,European Euro,32000.0,0,36137.0385696,1.1292824553
30888,53677,18500.0,Monthly,PLN,Polish zloty,222000.0,0,54932.793174599996,0.2474450143
30889,53679,150000.0,Yearly,CHF,Swiss franc,150000.0,0,163815.26128500002,1.0921017419
30890,53680,2500000.0,Yearly,INR,Indian rupee,2500000.0,0,33546.74925,0.0134186997
30891,53681,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
30892,53682,300000.0,Yearly,CNY,Chinese Yuan Renminbi,300000.0,0,47137.98501,0.1571266167
30893,53683,850000.0,Yearly,NOK,Norwegian krone,850000.0,0,96107.326125,0.1130674425
30894,53685,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
30895,53686,75000.0,Yearly,GBP,Pound sterling,75000.0,0,101566.9234575,1.3542256461
30896,53687,61000.0,Yearly,EUR,European Euro,61000.0,0,68886.2297733,1.1292824553
30897,53688,70000.0,Monthly,RUB,Russian ruble,840000.0,0,11175.153696,0.0133037544
30898,53689,53000.0,Yearly,GBP,Pound sterling,53000.0,0,71773.95924329999,1.3542256461
30899,53690,27200.0,Monthly,PLN,Polish zloty,326400.0,0,80766.05266752,0.2474450143
30900,53692,38000.0,Yearly,GBP,Pound sterling,38000.0,0,51460.5745518,1.3542256461
30901,53694,50000.0,Monthly,EUR,European Euro,600000.0,0,677569.47318,1.1292824553
30902,53696,42000.0,Yearly,GBP,Pound sterling,42000.0,0,56877.477136199996,1.3542256461
30903,53697,20160.0,Monthly,PLN,Polish zloty,241920.0,0,59861.897859455996,0.2474450143
30904,53698,1012000.0,Yearly,INR,Indian rupee,1012000.0,0,13579.7240964,0.0134186997
30905,53700,23000.0,Monthly,SEK,Swedish krona,276000.0,0,30365.8835196,0.1100213171
30906,53702,1300000.0,Yearly,INR,Indian rupee,1300000.0,0,17444.30961,0.0134186997
30907,53707,9400.0,Monthly,HKD,Hong Kong dollar,112800.0,0,14472.243857759999,0.1283000342
30908,53708,250.0,Weekly,GBP,Pound sterling,13000.0,0,17604.9333993,1.3542256461
30909,53714,1400000.0,Yearly,INR,Indian rupee,1400000.0,0,18786.17958,0.0134186997
30910,53716,4400.0,Monthly,RON,Romanian leu,52800.0,0,12051.59758176,0.2282499542
30911,53718,93000.0,Yearly,EUR,European Euro,93000.0,0,105023.2683429,1.1292824553
30912,53719,39800.0,Yearly,GBP,Pound sterling,39800.0,0,53898.18071478,1.3542256461
30913,53720,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
30914,53723,75000.0,Yearly,GBP,Pound sterling,75000.0,0,101566.9234575,1.3542256461
30915,53724,350.0,Monthly,USD,United States dollar,4200.0,0,4200.0,1.0
30916,53725,68000.0,Yearly,GBP,Pound sterling,68000.0,0,92087.3439348,1.3542256461
30917,53729,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
30918,53731,30000.0,Yearly,GBP,Pound sterling,30000.0,0,40626.769383,1.3542256461
30919,53734,62000.0,Monthly,DKK,Danish krone,744000.0,0,112959.9608736,0.1518279044
30920,53735,55000.0,Yearly,GBP,Pound sterling,55000.0,0,74482.41053549999,1.3542256461
30921,53736,500000.0,Monthly,INR,Indian rupee,6000000.0,0,80512.1982,0.0134186997
30922,53738,73000.0,Yearly,GBP,Pound sterling,73000.0,0,98858.4721653,1.3542256461
30923,53741,51000.0,Yearly,EUR,European Euro,51000.0,0,57593.4052203,1.1292824553
30924,53742,18000.0,Monthly,EUR,European Euro,216000.0,0,243925.01034480002,1.1292824553
30925,53743,24000.0,Monthly,ILS,Israeli new shekel,288000.0,0,93236.63832,0.3237383275
30926,53746,23000.0,Yearly,EUR,European Euro,23000.0,0,25973.4964719,1.1292824553
30927,53748,30000.0,Yearly,GBP,Pound sterling,30000.0,0,40626.769383,1.3542256461
30928,53749,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
30929,53752,2800.0,Monthly,JOD,Jordanian dinar,33600.0,0,47390.69111280001,1.4104372355
